Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff6a99d8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff7c5128>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff7c5128>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bff7c5128>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bff109438>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff172938>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff14e218>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7bff39bed0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7bfeb470b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfedda280>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfedab7c8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfed64ad0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfec2f2a0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfef073b0>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfd0bdeb8>.flags=
  0.00  1306.29      0.00       96     0.00     0.21  #<BinData::Struct:0x007f7bfd0bdeb8>.flags
  0.00  1306.29      0.00        3     0.00    20.00  #<BinData::Struct:0x007f7bfcd35750>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bfcd35750>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x00000003e313b0>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x00000003e313b0>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x00000003e63c70>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x00000003e63c70>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bfd4c7b80>.wildcards
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c01473d88>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c01473d88>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c0239b180>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c0239b180>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c03518660>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c03518660>.xid
  0.00  1306.29      0.00        8     0.00     8.75  #<BinData::Struct:0x007f7c03441ae8>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c03441ae8>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c032010d0>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c029ddd90>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02952ad8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c024906d0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c034f7488>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c0249c930>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01341a50>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01341a50>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01433ad0>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01433ad0>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7c017996e8>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c02d5fa90>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c01293ef0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c014ea8c0>.flags
  0.00  1306.29      0.00       12     0.00     0.00  #<BinData::Struct:0x007f7c017996e8>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c029ddd90>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02952ad8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c024906d0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c034f7488>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c032010d0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c014ea8c0>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c033bd748>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c033d5848>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c03410678>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c032c1678>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0330dc58>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c03380dc0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c03380dc0>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7c03044580>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0305fa60>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c032323b0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c032323b0>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c032323b0>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c013518b0>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c013161e8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01333cc0>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7c015460a8>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7c02d6ad78>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01645b20>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0167b7c0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c016b5538>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02d91018>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c014baff8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02a51628>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7c02a51628>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02a23cf0>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02a23cf0>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c029f6570>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c029f6570>.octets
  0.00  1306.29      0.00        3     0.00    10.00  #<BinData::Struct:0x007f7c029712d0>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c029712d0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c025943d8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02872bb8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c02872bb8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c0266f848>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c0266f848>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c025734d0>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c025734d0>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7c02543c30>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02543c30>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c020506d8>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c020b20b8>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0209a468>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0208c070>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0205ebc0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c021f0e98>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01c639a8>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01c639a8>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01b1cfe0>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01b1cfe0>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7c019a4f00>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c01a20240>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c02648810>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c01c04048>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7c019a4f00>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c020b20b8>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0209a468>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0208c070>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0205ebc0>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c020506d8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01c04048>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c012ee7d8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c012f72e8>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c0130eb50>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01286818>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0128eb08>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c012c9460>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c012c9460>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7bff9deae0>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffac9f18>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bffd74830>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bffd74830>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bffd74830>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bfec82428>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfed2b208>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfecf88a8>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7bff129fd0>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7bffb9d138>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffd133a0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffcbd6d0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffc88bb0>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffbe8e08>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7bfe5143a8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff6f9078>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7bff6f9078>.flags
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7bff5a2cb0>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff5a2cb0>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff462da0>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff462da0>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff111fe8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7bff111fe8>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bff898d70>.wildcards
