Cbench started.
  %   cumulative   self              self     total
 time   seconds   seconds    calls  ms/call  ms/call  name
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01f85848>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c012af830>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7c012af830>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01347158>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01347158>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c013ca530>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c013ca530>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c0145f9a0>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c0145f9a0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c03021378>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c016b7a18>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c016b7a18>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c019c6218>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c019c6218>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02b41a88>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02b41a88>.xid
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02b1eda8>.match
  0.00  1306.29      0.00       72     0.00     0.14  #<BinData::Struct:0x007f7c02356738>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c022ef358>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02375020>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c024041d0>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c02174e88>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02989a60>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c02989a60>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c02903550>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c02903550>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7c0281f418>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c0287ebc0>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c01aa9fe0>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c0291a278>.flags
  0.00  1306.29      0.00       12     0.00     0.00  #<BinData::Struct:0x007f7c0281f418>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02356738>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c022ef358>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02375020>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c024041d0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c024c9e08>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0291a278>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01e978a0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01ebbcc8>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c01ef6940>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01d650e0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01da1338>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c01dff9b0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c01dff9b0>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7c01c3c1a0>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01c63908>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c01cfa088>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c01cfa088>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c01cfa088>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c01950ce8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01971ba0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0195f248>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7c019b9c48>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7c01732420>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c017aec78>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c017a03d0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01779b90>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c017447d8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c01858818>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff63aad8>.flags=
  0.00  1306.29      0.00       96     0.00     0.00  #<BinData::Struct:0x007f7bff63aad8>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff205738>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff205738>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfed6d9f0>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bfed6d9f0>.octets
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x007f7bfe97cdc8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7bfe97cdc8>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bffcdfd98>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bfeb16af8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7bfeb16af8>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff562db8>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7bff562db8>.port
  0.00  1306.29      0.00        3     0.00     3.33  #<BinData::Struct:0x007f7bfed5a170>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bfed5a170>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7bfebc47c0>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bfebc47c0>.match
  0.00  1306.29      0.00       72     0.00     0.14  #<BinData::Struct:0x007f7bffb62330>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffb340c0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffb0a9c8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffaa8f70>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7bfe557cc0>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff3b2310>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff3b2310>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7bff14f7f8>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bff14f7f8>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7bfefaa358>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7bff048d78>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7bff36f628>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bff17d5e0>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7bfefaa358>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffb62330>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffb340c0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffb0a9c8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffaa8f70>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffa758a0>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff17d5e0>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bfd5f7bb8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfd671d50>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfd85e0f0>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bfd2783c0>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfd2ec9a0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfd48f780>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bfd48f780>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7bfccc7c00>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bfcd90c18>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bfcfa53f0>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bfcfa53f0>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7bfcfa53f0>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x000000035cfb68>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c8bb50>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x00000003c25dc8>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x00000003f76f90>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0303bde0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01361620>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01833068>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.ether_type
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c027c68b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c034360f8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c012c3c18>.flags=
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c0135a758>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c0135a758>.octets
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c014a5e00>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c014a5e00>.octets
  0.00  1306.29      0.00        3     0.00    10.00  #<BinData::Struct:0x007f7c02d06c38>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c02d06c38>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c030c9bb8>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01be2448>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c01be2448>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c02325c50>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c02325c50>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c028e86b0>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c028e86b0>.xid
  0.00  1306.29      0.00        8     0.00     1.25  #<BinData::Struct:0x007f7c023c9698>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c023c9698>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c033ef248>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c03474b78>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0345d298>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0342aac8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c03405638>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c0353fe40>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c012ebe48>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c012ebe48>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01345e70>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c01345e70>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7c013c7178>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7c013bd6f0>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c024ee348>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c0151cfc8>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7c013c7178>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c03474b78>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0345d298>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0342aac8>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c03405638>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c033ef248>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0151cfc8>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7c02405c10>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c023a5dd8>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c02360940>.message_length
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c025af070>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c025b94a8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7c025b94a8>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7c02728a50>.reason
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02a306a8>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02a57528>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02a57528>.type
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::PacketIn::Format:0x007f7c02a57528>._length
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7c02919148>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0296a138>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0292f8d0>.octets
  0.00  1306.29      0.00        5     0.00     0.00  #<Class:#<Pio::EthernetFrame:0x007f7c02995c98>>(destination_mac: mac_address, source_mac: mac_address, ether_type: ether_type, vlan_pcp: bit3, vlan_cfi: bit1, vlan_vid: bit12, ether_type_vlan: uint16, rest: rest)#ether_type
  0.00  1306.29      0.00       26     0.00     0.00  #<BinData::Struct:0x007f7c026a5dd0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c027593d0>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02712f98>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c02708b88>.ether_type
  0.00  1306.29      0.00       10     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.ether_type
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c026c0428>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.ip_header_length
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.source_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.destination_mac
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.vlan_pcp
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.ip_type_of_service
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.ip_protocol
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.source_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.destination_ip_address
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.transport_source_port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::Parser::IPv4Packet:0x007f7c02807cc8>.transport_destination_port
  0.00  1306.29      0.00        3     0.00     6.67  #<BinData::Struct:0x007f7c01d59c68>.flags=
  0.00  1306.29      0.00       96     0.00     0.10  #<BinData::Struct:0x007f7c01d59c68>.flags
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01c85e90>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01c85e90>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01c04340>.octets=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c01c04340>.octets
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c019d37d8>.octets=
  0.00  1306.29      0.00       27     0.00     0.00  #<BinData::Struct:0x007f7c019d37d8>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c01e67ba0>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c018fff78>.octets=
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c01746038>.port=
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7c01746038>.port
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7c016644d0>.xid=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c016644d0>.xid
  0.00  1306.29      0.00        8     0.00     0.00  #<BinData::Struct:0x007f7c016110f0>.match=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7c016110f0>.match
  0.00  1306.29      0.00       79     0.00     0.00  #<BinData::Struct:0x007f7c0131a950>.octets
  0.00  1306.29      0.00       72     0.00     0.00  #<BinData::Struct:0x007f7c0136d2b8>.flags
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01365b30>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c013574b8>.octets
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0132d370>.octets
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow10::Match::MatchFormat:0x007f7c013b3c18>.wildcards
  0.00  1306.29      0.00        3     0.00     0.00  #<BinData::Struct:0x007f7bff2c0498>.command=
  0.00  1306.29      0.00        2     0.00     0.00  #<BinData::Struct:0x007f7bff2c0498>.command
  0.00  1306.29      0.00        4     0.00     0.00  #<BinData::Struct:0x007f7bff0138f8>.binary=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bff0138f8>.binary
  0.00  1306.29      0.00       20     0.00     0.00  #<BinData::Struct:0x007f7bfeb0bc20>.port
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow10::SendOutPort::Format:0x007f7bfec44dd0>.action_length
  0.00  1306.29      0.00        3     0.00     0.00  #<Pio::OpenFlow10::FlowMod::Format:0x007f7c0171e970>.actions
  0.00  1306.29      0.00        9     0.00     0.00  #<BinData::Struct:0x007f7bff1b4798>.flags
  0.00  1306.29      0.00       12     0.00     0.83  #<BinData::Struct:0x007f7bfeb0bc20>.port=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0136d2b8>.flags=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c01365b30>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c013574b8>.octets=
  0.00  1306.29      0.00        1     0.00    10.00  #<BinData::Struct:0x007f7c0132d370>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7c0131a950>.octets=
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff1b4798>.flags=
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bffa57a80>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bffa7f620>.version
  0.00  1306.29      0.00        2     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bffb20070>.message_length
  0.00  1306.29      0.00        5     0.00     0.00  #<BinData::Struct:0x007f7bff87a118>.xid
  0.00  1306.29      0.00        1     0.00     0.00  #<BinData::Struct:0x007f7bff8ad400>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bff97d3f8>.version
  0.00  1306.29      0.00        1     0.00     0.00  #<Pio::OpenFlow::Header:0x007f7bff97d3f8>.type
  0.00  1306.29      0.00        6     0.00     0.00  #<BinData::Struct:0x007f7bff667c40>.reason
